Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR,Daylight,Year,Month,Day,Species_no_wnv_bug,Species_wnv_bug
52,065,41.778296999999995,-87.752411,9,50,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
52,065,41.778296999999995,-87.752411,9,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,1,0
52,065,41.778296999999995,-87.752411,9,27,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
52,065,41.778296999999995,-87.752411,9,40,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
67,066,41.77166,-87.703047,8,6,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
67,066,41.77166,-87.703047,8,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
67,066,41.77166,-87.703047,8,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,1,0
73,067,41.759346,-87.745602,9,6,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
73,067,41.759346,-87.745602,9,9,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
22,069,41.768388,-87.678649,8,3,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
22,069,41.768388,-87.678649,8,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
52,070,41.797616,-87.797894,8,13,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
52,070,41.797616,-87.797894,8,10,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
61,071,41.781416,-87.77653199999999,8,12,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
61,071,41.781416,-87.77653199999999,8,6,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
10,073,41.773215,-87.60088,8,20,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
10,073,41.773215,-87.60088,8,14,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
39,074,41.822536,-87.66634300000001,9,19,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
39,074,41.822536,-87.66634300000001,9,14,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
47,075,41.799282,-87.585487,8,4,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
47,075,41.799282,-87.585487,8,3,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
47,075,41.799282,-87.585487,8,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,1,0
64,077,41.778748,-87.586427,8,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
71,079,41.766202,-87.562889,9,13,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
71,079,41.766202,-87.562889,9,13,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
71,079,41.766202,-87.562889,9,3,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,1,0
77,080,41.754676,-87.612922,9,4,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
77,080,41.754676,-87.612922,9,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,1,0
77,080,41.754676,-87.612922,9,7,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
40,081,41.821582,-87.62779599999999,9,16,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
40,081,41.821582,-87.62779599999999,9,10,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
50,082,41.803422999999995,-87.642984,8,8,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
50,082,41.803422999999995,-87.642984,8,12,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
79,083,41.754292,-87.590773,9,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
79,083,41.754292,-87.590773,9,4,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
52,114,41.798697,-87.736812,8,8,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
52,114,41.798697,-87.736812,8,1,1,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,1,0
52,114,41.798697,-87.736812,8,3,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
63,155,41.776156,-87.778927,9,9,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
63,155,41.776156,-87.778927,9,2,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
37,063,41.82561,-87.726549,9,18,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
37,063,41.82561,-87.726549,9,11,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
80,072,41.74785,-87.70271600000001,9,3,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
80,072,41.74785,-87.70271600000001,9,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
58,027,41.984809000000006,-87.728492,8,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
58,027,41.984809000000006,-87.728492,8,3,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
66,156,41.772846,-87.740029,9,1,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
66,156,41.772846,-87.740029,9,2,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
81,157,41.825902,-87.667827,5,8,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
81,157,41.825902,-87.667827,5,7,0,87,69,78,7,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,1,0,0,0,0,0,0,0,0,0,0,820,2007,8,21,0,1
22,086,41.688324,-87.676709,8,6,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
11,091,41.862292,-87.64886,8,3,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
17,094,41.720848,-87.666014,9,7,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
17,094,41.720848,-87.666014,9,28,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
17,094,41.720848,-87.666014,9,1,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,1,0
22,096,41.731922,-87.677512,8,43,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
22,096,41.731922,-87.677512,8,35,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
22,096,41.731922,-87.677512,8,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
89,159,41.732984,-87.649642,8,24,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
89,159,41.732984,-87.649642,8,40,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
89,159,41.732984,-87.649642,8,7,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,1,0
11,092,41.869215999999994,-87.627561,8,5,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
11,092,41.869215999999994,-87.627561,8,1,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
42,135,41.662014,-87.72460799999999,8,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
42,135,41.662014,-87.72460799999999,8,18,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
42,135,41.662014,-87.72460799999999,8,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
42,135,41.662014,-87.72460799999999,8,31,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
42,135,41.662014,-87.72460799999999,8,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
42,135,41.662014,-87.72460799999999,8,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
42,135,41.662014,-87.72460799999999,8,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
35,158,41.682587,-87.707973,9,7,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
35,158,41.682587,-87.707973,9,2,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
93,162,41.725516999999996,-87.61425799999999,8,3,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
93,162,41.725516999999996,-87.61425799999999,8,1,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
96,161,41.719059,-87.675088,9,5,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
96,161,41.719059,-87.675088,9,1,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
11,160,41.903002,-87.68826700000001,8,9,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
11,160,41.903002,-87.68826700000001,8,9,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
33,095,41.704336,-87.70373599999999,8,1,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
33,095,41.704336,-87.70373599999999,8,4,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,11,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,4,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
12,115,41.673408,-87.599862,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,6,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,13,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,41,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,50,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,13,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
10,138,41.726465000000005,-87.585413,5,1,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,1,0
13,200,41.678618,-87.559308,5,28,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
13,200,41.678618,-87.559308,5,13,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
13,200,41.678618,-87.559308,5,5,0,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
13,200,41.678618,-87.559308,5,47,1,90,69,80,9,71,73,0,15,0.37,29.23,29.94,5.3,21,9.5,0,0,0,0,0,0,0,0,0,1,0,817,2007,8,22,0,1
